,Stories,beds,baths,floor_space,price,Zip Code,Cooling System,Days on Market,Year Built,Property Type,Price Per Sqft,Units in Building,HOA Fee,Lot Area,Parking Spaces,Parking,Basement,Number of Rooms,Number of Bedrooms,Number of Bathrooms,Number of Bathrooms (full),Living Area,Heating,Air Conditioning,Heating Fuel,Common Walls,Number of Garage Spaces,Sewer,Year Renovated,Property Subtype,Architecture,Construction Materials,Parcel Number,List Price,MLS Status,City,Elementary School,Elementary School District,Jr High / Middle School,Jr High / Middle School District,High School,High School District,MLS/Source ID,Community Features,Year Updated,Utilities,Community,Ownership,Appliances,Laundry,Included in Sale,HOA Fee Includes,Attic,HOA Amenities,Accessibility,Flooring,Floors,Types of Rooms,Number of Bathrooms (half),Electric,Levels,Security,Fencing,Condition,Building Area,Listing Agreement Type,"<a href=""http",Water View,Other Structures,Patio / Porch,"<a href=""https",Roof,Foundation,Building,Special Conditions,View,Responsible for Road Maintenance,Tenant Pays,Exterior,Structure Type,Number of Bathrooms (three quarters),Pool,Builder Model,Not Included in Sale,Number of Stories,Window,Number of Fireplaces,Waterfront,Price Range,Foundation Area,Listing Url,Number Of Vacant Units,Building Name,HOA Name,HOA Phone,Parking Space,Spa,Door,HOA Fee (second),HOA Fee Frequency (second),Finished Area (above surface),Finished Area (below surface),Listing Terms,Buyer Agency Commission,Buyer Agency Commission Type,Fireplace,Owner Pays,Energy Efficiency Features,Off Market Date
645,,2.0,3.0,,"1,760,000",10022, Central, 7 Days on Trulia, 1963, Coop,, 234," $3,615/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 22154945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646, 2,,2.0,7500.0,"4,700,000",11226,, 7, 1930, Residential, $627, 2,,3600, 2," Carport,2 Spaces", Cellar,,, 2,, 7500 Square Feet," Natural Gas,Forced Air",, Natural Gas,,,,, Mixed Use,, Brick,," $4,700,000", Active, Brooklyn,,,,,,, 469255,,,, Brooklyn,, Gas Water Heater,,,,,,, Concrete, Concrete,, 2, 200 Amp,,,,, 7500 Square Feet,,,,,,, Flat, Block, None, Arm's Length,,,,,,,,,,,,,,, 7500,, 1,,,,,,,,,,,,,,,,,
647, 2,3.0,4.0,1024.0,"599,000",11420,, 7, 1920, Residential, $585,,,2000,, None," Finished,Full", 7, 3, 4, 3, 1024 Square Feet," Natural Gas,Steam", None, Natural Gas, No Common Walls,, Public Sewer,, Single Family Residence, Colonial," Frame, Vinyl Siding",," $599,000", A, South Ozone Park, Ps 100 Glen Morris, Queens 27, Jhs 202 Robert H Goddard, Queens 27, John Adams High School, Queens 27, 3444969, Park,,,,,,,,, Unfinished,,,,,, 1,, Two,,, Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,2.0,2.0,,"988,575",11355,, 7 Days on Trulia, 2022, Condo," $1,225", 113, $489/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,2.0,2.0,1150.0,"1,500,000",10011,, 7 Days on Trulia, 1961, Coop," $1,304", 416," $2,210/Monthly",,,,, 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650, 2,2.0,1.0,2000.0,"790,000",10314,, 7, 1939, Residential, $395,,,3000,," No Garage,Off Street", Full, 5, 2, 1, 1, 2000 Square Feet," Forced Air,Natural Gas", None, Forced Air,,, Septic Tank,, Two Family - Detached, Colonial,, 02159-0021," $790,000", Active, Staten Island,,,,,,, 1158903,,,,,," Dishwasher, Dryer, Indoor Grill, Microwave, Refrigerator, Washer, Stove, ENERGY STAR Qualified Washer, ENERGY STAR Qualified Dishwasher, ENERGY STAR Qualified Refrigerator",,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room",, 220 Volts, 2.0,,," Existing, Good", 2000 Square Feet, Exclusive Right To Sell,, None, Shed(s), Patio,,,,,,,,,,,,,,,,,,,,, www.wonicarealtors.com,,,,,,,,,,,,,,,,, ENERGY STAR Furnace,
651, 2,3.0,1.0,1680.0,"689,000",10306,, 7, 1950, Residential, $410,,,5000,," No Garage,Off Street", None, 5, 3, 1, 1, 1680 Square Feet," Forced Air,Natural Gas", Units, Forced Air,,, Public Sewer, 2011, Single Family - Detached, Cape,, 04021-0033," $689,000", Active, Staten Island,,,,,,, 1158902,,,,,," Dishwasher, Dryer, Microwave, Refrigerator, Washer",,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room",, 110, 2.0,,," Existing, Good", 1680 Square Feet, Exclusive Right To Sell,, None,," Deck, Patio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652, 3,3.0,3.0,1946.0,"550,000",10309,, 7, 1987, Residential, $283,, $150/Monthly,1750, 1," Built-in,Garage,Off Street,On Street", Full, 5, 3, 3, 1, 1946 Square Feet," Forced Air,Natural Gas", Central Air, Forced Air,, 1, Public Sewer,, Single Family - Attached, Townhouse,, 07037-0051," $550,000", Active, Staten Island,,,,,,, 1158901, Clubhouse,,,,," Dishwasher, Refrigerator",,," Clubhouse, Outside Maintenance, Pool, Snow Removal",,,,,," Master Bedroom, Dining Room, Kitchen, Living Room", 2, 220 Volts, 3.0, Security System,," Existing, Excellent", 1946 Square Feet, Exclusive Right To Sell,, None,, Deck,,,,,,,,, Balcony, Townhouse,,,,,,,,,,, www.remax.com/realestateagentoffice/statenisland-ny-10307-kerrydebellis-id30730827.html,,,,,,,,,,,,,,,,,,
653,,1.0,1.0,,"530,000",10025,, 7 Days on Trulia, 1907, Coop,, 49, $890/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"//youtube.com/watch?v=71ZhsrcRpxg"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654, 19,1.0,1.0,,"765,000",10016,, 7 Days on Trulia, 1963, Condo, $953, 118, $996/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,2.0,2.0,1400.0,"1,799,000",10065, Central, 7 Days on Trulia, 1983, Coop," $1,285", 176," $3,691/Monthly",,,,, 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,,,,"1,999,000",NY,, 7,, Land,,,,2500,,,,,,,,,,,,,,,, Unimproved Land,,,," $1,999,000", Active, Brooklyn,,,,,,, 469253,,,, Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,, Arm's Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657, 1,1.0,1.0,,"308,000",11373,, 7, 1953, Residential, $440,,,,," Garage,Waitlist", Full, 4, 1, 1, 1, 700 Square Feet," Natural Gas,Baseboard", Zoned, Natural Gas, No Common Walls,, Other,, Stock Cooperative, Mid Rise, Brick,," $308,000", A, Elmhurst,, Queens 24, Is 5 Walter Crowley Intermediate, Queens 24, Newtown High School, Queens 24, 3444954, Park,, Other Garbage Removal, Coop, Co-Op,, Common Area, A/C Units," Maintenance Grounds, Exterior Maintenance, Other, Sewer, Snow Removal, Trash, Electricity, Gas, Heat, Hot Water", See Remarks,,, Hardwood, Hardwood,,,, One,,, great,,,,,,,,,,,,,,,,,,, 1bed 1bath,, 6,,,,,,,,,,,,,,,,,,,,,,,,
658, 2,4.0,1.0,1440.0,"439,000",10457,, 7, 1901, Residential, $305,,,1938,, None," Full,Unfinished", 6, 4, 1, 1, 1440 Square Feet," Natural Gas,Hot Water", None, Natural Gas, 2+ Common Walls,, Public Sewer,, Single Family Residence, 2 Story, Frame, 03144-0057," $439,000", A, BRONX, Call Listing Agent, City of New York, Call Listing Agent, City of New York, Call Listing Agent, City of New York, H6221737, Park,, Other Garbage Removal,,,,,,, None,,,,,,,, Two,, Back Yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659, 6,2.0,1.0,261776.0,"358,000",11354,, 7 Days on Trulia, 1952, Coop, $1, 252, $692/Monthly,226512.0, 63, Garage Attached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,12.0,6.0,4875.0,"1,400,000",11207,, 7 Days on Trulia, 1910, Multi Family, $287, 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,1.0,1.0,,"931,500",11102,, 7 Days on Trulia, 2022, Condo," $1,260", 10, $495/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,2.0,1.0,,"429,000",11375,, 7 Days on Trulia, 1950, Coop,, 284," $1,259/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,1.0,1.0,,"135,000",10455,, 7, 1924, Residential, $193,, $630/Monthly,,, None,, 4, 1, 1, 1, 700 Square Feet," Other,None", None, Other, 2+ Common Walls,, Other,, Stock Cooperative, Mid Rise,,," $135,000", A, BRONX, Call Listing Agent, City of New York, Call Listing Agent, City of New York, Call Listing Agent, City of New York, H6221899,,, Other Garbage Removal, 1025-1027 Leggett Ave Hd, Co-Op,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,4.0,4.0,2275.0,"729,999",10469,, 7, 1940, Residential Income, $321,,,1999,," Attached,1 Car Attached",,, 4, 4, 4, 2275 Square Feet," Natural Gas,Forced Air", None, Natural Gas, 2+ Common Walls, 1, Public Sewer,, Multi Family,,, 04743-0153," $729,999", A, BRONX, Call Listing Agent, City of New York, Call Listing Agent, City of New York, Call Listing Agent, City of New York, H6221810, Park,, Public Garbage Removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665, 2,4.0,3.0,,"1,199,000",11365,, 7, 1955, Residential,,,,4000,," Private,Detached,1 Car Detached,Driveway,Garage"," Finished,Full", 8, 4, 3, 3,," Natural Gas,Baseboard", Window Unit(s), Natural Gas, No Common Walls, 1, Sewer,, Single Family Residence, Colonial," Frame, Vinyl Siding", 05570-0049," $1,199,000", A, Fresh Meadows, Ps 107 Thomas A Dooley, Queens 25, Is 237, Queens 25, Francis Lewis High School, Queens 25, 3444944, Park,,,,," Cooktop, Dishwasher, Dryer, Refrigerator, Washer",," Cook Top, Dishwasher, Dryer, Refrigerator, Washer",," Partial, Pull Stairs",,,,,,,, Two,,, Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666, 2,4.0,2.0,2457.0,"850,000",11385,, 7, 1931, Residential, $346,,,2000,," No Garage,On Street"," Full,Unfinished", 7, 4, 2, 1, 2457 Square Feet," Natural Gas,Hot Water", None, Natural Gas, 1 Common Wall,, Public Sewer,, Single Family Residence, Colonial," Frame, Brick", 03441-0037," $850,000", A, Ridgewood,, Queens 24, Is 93 Ridgewood, Queens 24, Grover Cleveland High School, Queens 24, 3444943, Near Public Transportation,,,,,,,,, Unfinished,,, Hardwood, Hardwood,, 1,, Two,,, Very Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,3.0,2.0,1351.0,"699,999",10461,, 7, 1920, Residential, $518,,,2901,, On Street," Unfinished,Walk-Out Access", 5, 3, 2, 2, 1351 Square Feet," Natural Gas,Baseboard", Window Unit(s), Natural Gas, No Common Walls,, Public Sewer,, Single Family Residence, Colonial, Frame, 05312-0133," $699,999", A, BRONX, Call Listing Agent, City of New York, Call Listing Agent, City of New York, Call Listing Agent, City of New York, H6220775," Park, Near Public Transportation",, Public Garbage Removal,,," Oven, Stainless Steel Appliance(s)", In Unit," Convection Oven, Mailbox",, None,,, Hardwood, Hardwood,,,,,, Back Yard,,,,,,, Deck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,1.0,1.0,,"135,000",10455,, 7, 1924, Residential, $193,, $630/Monthly,,, None,, 4, 1, 1, 1, 700 Square Feet," Other,None", None, Other, 2+ Common Walls,, Other,, Stock Cooperative, Mid Rise,,," $135,000", A, BRONX, Call Listing Agent, City of New York, Call Listing Agent, City of New York, Call Listing Agent, City of New York, H6221892,,, Other Garbage Removal, 1025-1027 Leggett Ave Hd, Co-Op,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,3.0,2.0,1505.0,"594,000",10306,, 7, 1988, Residential, $395,, $449/Monthly,,, None,, 7, 3, 2, 1, 1505 Square Feet,, Central Air,,,,,, Condominium, Apartment,,," $594,000", Active, Staten  Island,,,,,,, 469248,,," Sewer Connected, Water Connected", Staten Island,," Dishwasher, Microwave, Refrigerator, Stove",,,,,, Handicap Access,,,, 1,,,,,, 1505 Square Feet,,,,,,,,, NONE, Arm's Length,,,,, Apartment,,,,,,,,,,,,, The Project, Oceanwoods Condo, 718-317-6937,,,,,,,,,,,,,,
670, 1,3.0,4.0,1993.0,"995,000",11005,, 7, 1975, Residential, $499,," $3,299/Monthly",, 2," Assigned,Tandem", None, 6, 3, 4, 3, 1993 Square Feet," Natural Gas,Hot Water", Central Air, Natural Gas, 2+ Common Walls, 2, Sewer,, Stock Cooperative, High Rise, Brick,," $995,000", A, Floral Park,, Queens 26, Jhs 67 Louis Pasteur, Queens 26, Martin Van Buren High School, Queens 26, 3444922,,, Private Garbage Removal, North Shore Towers, Co-Op," Dishwasher, Oven, Refrigerator, Washer",," Dishwasher, Refrigerator, Washer",, None,,,,,, 1,, One,,, Mint,,,,,,,,,,,,,,,,,,," 3 Bedroom,  3.5 Bath",, 33,,,,,,,,,,,,,,,,,,,,,,,,
671, 2,4.0,2.0,1375.0,"805,000",11411,, 7, 1935, Residential, $585,,,4500,," Private,Detached,3 Car Detached,Driveway,Garage,On Street"," Finished,Full", 6, 4, 2, 2, 1375 Square Feet," Natural Gas,Baseboard", None, Natural Gas, No Common Walls, 3, Public Sewer, 2022, Single Family Residence, Cape," Brick, Vinyl Siding", 11312-0021," $805,000", A, Cambria Heights,, Queens 29, Cambria Heights Academy, Queens 29, Humanities &amp; Arts Magnet Hs, Queens 29, 3444931,,,,,,,,,, None,,,,,,,, Two,,, Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,3.0,3.0,,"1,299,000",11367,, 7, 1965, Residential,,,,5520,," Private,Attached,1 Car Attached,Driveway"," Finished,Full,Walk-Out Access", 6, 3, 3, 2,," Natural Gas,Baseboard,Forced Air", Ductless, Natural Gas, No Common Walls, 1, Public Sewer,, Single Family Residence, Hi Ranch, Brick, 06585-0091," $1,299,000", A, Kew Garden Hills, Ps 164 Queens Valley, Queens 25, Ps 164 Queens Valley, Queens 25, Townsend Harris High School, Queens 25, 3444920,,,,,,,,,," Dormer, Pull Stairs, Unfinished",,,,,, 1,,,,, MOVE IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673, 1,2.0,2.0,1150.0,"525,000",11374,, 7, 1962, Residential, $457,, No HOA Fee,,," Garage,Waitlist", None, 4, 2, 2, 2, 1150 Square Feet," Natural Gas,Hot Water"," Zoned,Wall Unit(s)", Natural Gas, No Common Walls,, Public Sewer,, Stock Cooperative, High Rise, Brick,," $525,000", A, Rego Park, Ps 206 Horace Harding School (The), Queens 28, Jhs 157 Stephen A Halsey, Queens 28, Forest Hills High School, Queens 28, 3444916,,, Public Garbage Removal, Park Plaza Owners Corp, Co-Op," Trash Compactor, Refrigerator",," Compactor, Intercom, Mailbox, Refrigerator"," Maintenance Grounds, Exterior Maintenance, Sewer, Snow Removal, Trash, Gas, Heat, Hot Water", None,,,,,,,, One,,, Mint,,,,,,,,,,,,, Public Maintained Road,,,,,," Two bedroms,  two baths",, 15,,,,,,,,,,,,,, 1082.43, Monthly,,,,,,,,,
674,,4.0,4.0,,"1,715,000",11362,, 7, 1950, Residential,,,,5732,," Private,Attached,2 Car Attached", Finished, 8, 4, 4, 2,," Natural Gas,Forced Air", Central Air, Natural Gas, No Common Walls, 2, Public Sewer, 2014, Single Family Residence, 2 Story," Advanced Framing Technique, Fiberglass Insulation, Frame, ICFs (Insulated Concrete Forms), Stucco",," $1,715,000", A, Little Neck," Ps 94 David D Porter, Ps/Is 266", Queens 26, Jhs 67 Louis Pasteur, Queens 26, Benjamin N Cardozo High School, Queens 26, 3444999,,, Public Garbage Removal,,," Dishwasher, Dryer, Oven",," A/C Units, Attic Fan, Dishwasher, Dryer, Energy Star Appliance(s), Entertainment Cabinets, Flat Screen TV Bracket, Garage Door Opener, Garage Remote, Light Fixtures, Mailbox, Wall Oven",, Pull Stairs,,, Hardwood, Hardwood,, 2,,,,,,,,,,,,"//nylihomesmedia.hd.pics/5417-Browvale-Ln/idx"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,, Public Maintained Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,3.0,3.0,1675.0,"575,000",10473,, 7, 1935, Residential, $343,,,2500,," Attached,1 Car Attached,Common"," Finished,Full,Walk-Out Access", 5, 3, 3, 2, 1675 Square Feet," Natural Gas,Baseboard", Window Unit(s), Natural Gas, No Common Walls, 1, Public Sewer,, Townhouse, Townhouse, Frame, 03494-0013," $575,000", A, BRONX, Call Listing Agent, City of New York, Call Listing Agent, City of New York, Call Listing Agent, City of New York, H6221866, Park,, Public Garbage Removal,,,,,,, None,,,,,, 1,,,,,,,,,,, Deck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,5.0,3.0,,"825,000",11433,, 7, 2006, Residential Income,,,,2000,," None,Public Parking,On Street"," Finished,Full,Walk-Out Access", 11, 5, 3, 3,," Natural Gas,Hot Water", Window Unit(s), Natural Gas, 1 Common Wall,, Public Sewer, 2006, Multi Family, 2 Story, Frame, 10122-0046," $825,000", A, Jamaica,, Queens 28, Catherine &amp; Count Basie Ms 72, Queens 28, Queens High School Sci At York Coll, Queens 28, 3444902," Park, Near Public Transportation",, Public Garbage Removal,,,,,,,,,,,,,,,,,, Good,,,,,,,,,,,,, Public Maintained Road,,,,,,," Refrigerator, Second Refrigerator, Second Stove",,,,,,,,,,,,,,,,,,,,,,,,,
677, 1,3.0,2.0,1200.0,"590,000",11374,, 7, 1962, Residential, $492,, No HOA Fee,,, Garage, None, 6, 3, 2, 2, 1200 Square Feet," Natural Gas,Hot Water", Window Unit(s), Natural Gas, No Common Walls,, Public Sewer,, Stock Cooperative, High Rise, Brick,," $590,000", A, Rego Park, Ps 206 Horace Harding School (The), Queens 28, Jhs 157 Stephen A Halsey, Queens 28, Forest Hills High School, Queens 28, 3444903,,, Public Garbage Removal, Park City Estates, Co-Op," Trash Compactor, Refrigerator",," Compactor, Front Gate, Intercom, Light Fixtures, Mailbox, Refrigerator"," Maintenance Grounds, Exterior Maintenance, Sewer, Snow Removal, Trash, Gas, Heat, Hot Water", None,,,,,,,, One,,, Good,,,,,,,,,,,,, Public Maintained Road,,,,,," # bedroom,  2 full bath",, 17,,,,,,,,,,,,,, 1303.1, Monthly,,,,,,,,,
678,,2.0,1.0,,"275,000",10462,, 7, 1940, Residential, $332,,,,, Unassigned, None, 4, 2, 1, 1, 829 Square Feet," Natural Gas,Hot Water", None, Natural Gas, 2+ Common Walls,, Sewer,, Condominium, Apartment,, 03943-4331," $275,000", A, BRONX, Call Listing Agent, City of New York, Call Listing Agent, City of New York, Call Listing Agent, City of New York, H6221861,,, Public Garbage Removal, Parkchester South Condo, Condo,,,, Sewer, None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679, 2,3.0,2.0,1150.0,"729,000",11364,, 7, 1983, Residential, $634,, $515/Monthly,, 1," Assigned,Parking Lot", None, 6, 3, 2, 2, 1150 Square Feet, Natural Gas, Central Air, Natural Gas, 2+ Common Walls,, Sewer,, Condominium, Garden Apartment, Brick, 07674-1020," $729,000", A, Bayside,, Queens 26, Jhs 74 Nathaniel Hawthorne, Queens 26, Benjamin N Cardozo High School, Queens 26, 3444888," Clubhouse, Pool, Park",, Public Garbage Removal, Parkridge, Condo," Dishwasher, Dryer, Refrigerator, Washer",," Dishwasher, Dryer, Refrigerator, Washer",, None,,,,,,,, Two,,, Excellent,,,,,,,,,,,,,,,,,,, Parkridge,, 2,,,,,,,,,,,,,,,,,,,,,,,,
680,,6.0,3.0,,"949,990",11422,, 7, 1968, Residential Income,,,,4000,," Private,Detached,2 Car Detached"," Finished,Full", 12, 6, 3, 3,," Natural Gas,Hot Water", Wall Unit(s), Natural Gas, No Common Walls, 2, Sewer,, Multi Family, Hi Ranch," Brick, Frame", 13563-0036," $949,990", A, Rosedale,, Queens 29, Ps/Ms 138 Sunrise, Queens 29, Benjamin Franklin Hs-Finance-Info, Queens 29, 3444891,,,,,," Dryer, Oven, Refrigerator, Washer",," Dryer, Refrigerator, Second Stove, Washer",,,,,,,,,,,,, Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,6.0,3.0,2585.0,"849,000",10469,, 7, 1970, Residential Income, $328,,,1921, 2," Attached,1 Car Attached"," Finished,Full,Walk-Out Access",, 6, 3, 2, 2585 Square Feet," Electric,Natural Gas,ENERGY STAR Qualified Equipment,Forced Air", Central Air, Electric, 2+ Common Walls, 1, Sewer, 2022, Multi Family, Colonial," Brick, Energy Star, Fiberglass Insulation, Block", 04755-0034," $849,000", A, BRONX, Call Listing Agent, City of New York, Call Listing Agent, City of New York, Call Listing Agent, City of New York, H6221808, Park,, Public Garbage Removal,,,,,,,,," ADA Access, ADA Inside", Hardwood, Hardwood,, 1,,,,,,,,,,,,,,,,,, Public Maintained Road,,,,,,,,," Skylight(s), ENERGY STAR Qualified Windows",,,,,,,,,,,, ENERGY STAR Qualified Doors,,,,,,,,,,,
682,,5.0,4.0,,"1,150,000",11420,, 7, 1935, Residential Income,,,,3000,," Private,Detached,Driveway,Garage"," Finished,Full", 11, 5, 4, 3,," Natural Gas,Hot Water,Steam",, Natural Gas, No Common Walls, 1, Sewer,, Multi Family, Duplex, Brick, 11781-0305," $1,150,000", A, South Ozone Park,, Queens 27, August Martin High School, Queens 27, Richmond Hill High School, Queens 27, 3444896, Near Public Transportation,,,,,,,,,,,,,,, 1,,,, Back Yard, Excellent,,,,,,,,,,,,,,, Private Entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,2.0,1.0,1080.0,"449,900",11208,, 7, 1899, Residential, $417,,,1190,, On Street," Full,Unfinished", 8, 2, 1, 1, 1080 Square Feet," Oil,Hot Water", None, Oil, 2+ Common Walls,, Public Sewer,, Single Family Residence, 2 Story," Frame, Vinyl Siding", 04212-0004," $449,900", A, East New York, Ps 159 Isaac Pitkin, Brooklyn 19, Vista Academy, Brooklyn 19, Transit Tech Career And Tech Edu, Brooklyn 19, 3444898,,,,,,,,,, None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,2.0,2.0,,"499,990",11412,, 7, 1920, Residential,,,,2200,," Private,None"," Finished,Full", 6, 2, 2, 2,," Natural Gas,Steam", None, Natural Gas, 1 Common Wall,, Sewer,, Single Family Residence, Colonial, Frame, 12628-0033," $499,990", A, Saint Albans,, Queens 29, Ps/Ms 138 Sunrise, Queens 29, Benjamin Franklin Hs-Finance-Info, Queens 29, 3444876,,,,,," Oven, Refrigerator",, Refrigerator,, See Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685, 1,2.0,1.0,,"574,900",11225,, 7, 1931, Residential, $789,, $437/Monthly,,, Other, See Remarks, 4, 2, 1, 1, 729 Square Feet," Other,See Remarks", None, Other, No Common Walls,, Other,, Condominium, Other, Brick, 05030-1003," $574,900", A, Prospect Lefferts Gardens,, Brooklyn 17, Ms 61 Dr Gladstone H Atwell, Brooklyn 17, High School-Youth &amp; Comm Dvlpmnt, Brooklyn 17, 3444874, Park,, Other Garbage Removal, 306 Lincoln Regal Condo, Condo,,,,, None,,,,,,,, One,,,,,,,,,,,,,, Real Estate Owned,,,,,,,, 2 Bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,
686, 2,4.0,2.0,,"875,000",11356,, 7, 1910, Residential Income,,,,2500,, Off Site, None, 8, 4, 2, 2,," Natural Gas,Hot Water", None, Natural Gas, No Common Walls,, Public Sewer,, Multi Family, Other, Brick, 04081-0019," $875,000", A, College Point," Active Learning Elementary Sch (The), Ps 184 Flushing Manor, Ps 79 Francis Lewis", Queens 25, Is 237, Queens 25, Flushing High School, Queens 25, 3444869," Park, Near Public Transportation",,,,,,,,,,,,,,,,, Two,,, Average,,,,,,,,,,, Short Sale,, Public Maintained Road, None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687, 3,1.0,1.0,,"470,000",11354,, 7, 1984, Residential, $836,, $325/Monthly,10890.0,, On Street, Common, 3, 1, 1, 1, 562 Square Feet," Natural Gas,Steam", Wall Unit(s), Natural Gas, No Common Walls,, Sewer,, Condominium, Mid Rise, Brick, 05027-1146," $470,000", A, Flushing, Ps 32 State Street, Queens 25, Jhs 189 Daniel Carter Beard, Queens 25, Flushing High School, Queens 25, 3444873,,, Other Garbage Removal, Y, Condo,, Common Area,," Gas, Heat, Hot Water", None,,,,,,,, Three Or More,,,,,,,,,,,,,,,,,,,,,, Roosevelt Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,,,,"139,900",NY,, 7,, Land,,,,3120,,,,,,,,,,,,,, None,, Unimproved Land,,, 14231-1359," $139,900", A, Hamilton Beach, Ps 146 Howard Beach, Queens 27, Jhs 202 Robert H Goddard, Queens 27, John Adams High School, Queens 27, 3444848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,,,,"139,900",NY,, 7,, Land,,,,3900,,,,,,,,,,,,,, None,, Unimproved Land,,, 14231-1296," $139,900", A, Hamilton Beach, Ps 146 Howard Beach, Queens 27, Jhs 202 Robert H Goddard, Queens 27, John Adams High School, Queens 27, 3444846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,,,,"170,000",NY,, 7,, Land,,,,4400,,,,,,,,,,,,,, None,, Unimproved Land,,, 14231-1300," $170,000", A, Hamilton Beach, Ps 146 Howard Beach, Queens 27, Jhs 202 Robert H Goddard, Queens 27, John Adams High School, Queens 27, 3444845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
